1142,trembles with agitation
1144,peers around nervously
1145,washes its face with its paws
1147,covers its face with its paws and trembles[ID: events:1623]
1148,emits a squeak of terror[ID: events:1624]
1149,shivers with fear[ID: events:1625]
1152,flings itself joyfully off the 
1158,scurries through the open 
1159,You hear a faint creak in the 
1161," exit. It skids to a stop at the threshold, flips over and "
1165,"'s edge.

A moment later, you hear a faint splash."
1168,", where you hear a faint creak"
1169,scurries out the open 
1173,"Something touches your sneaker.

You kick it away with a shout. A rodent sails through the air, lands unharmed and scrambles"
1179,", oblivious to you or anything else in their path."
1180,A glare lights up the sky! You look up just in time to see a 
1182, disappears below the 
1183,"You feel the ground shudder, and hear a roar like thunder"
1201,"Milk and honey, fresh whole lizard"
1203,Killed in the light of a crescent moon
1205,Mix 'em with a pinch o' garlic
1206,Then stand back! 'Cause it go BOOM
1209, makes a croaking sound
1212, ruffles its feathers
1213, scratches an itchy wing
1214, eyes you suspiciously
1225,The bee hovers near the 
1226," for a moment, drawn by the tantalizing aroma. Finding no means of entry, it shrugs its little shoulders and buzzes back to annoy you."
1227, hovers uncertainly outside the 
1228, for a moment. Then it buzzes with exasperation and launches an assault with its three-inch stinger
1230," evades your flying hands, and plants a second sting right in the middle of your forehead. You scream with blinding agony"
1232,"One more like that, and you've had it"
1233,"With a triumphant buzz, the "
1234," sinks its stinger deep into the back of your neck.

Your muscles convulse for a while as the accumulated venom eats away at your central nervous system."
1236,The sweet smell of the 
1237," stops the bee in mid-buzz. Forgetting its anger, the insect hovers above the open jaws, then touches down to sample the glistening ichor.

"
1240," snaps shut. After a few minutes, the faint buzzing dies away."
1241,You hear a familiar buzz nearby
1242,"Buzzing angrily, the giant bee hovers close by"
1243,The giant bee maintains its orbit around your head
1244,"With an angry buzz, the giant bee streaks into view"
1245,The giant bee spit-polishes its stinger
1246,You hear the bee circling above your head
1247,"The bee zooms around your head, waiting for a chance to strike"
1248,The bee's three-inch stinger is poised for a strike
1249," deftly swerves away, then buzzes back for more"
1250, avoids your touch with ease
1251, buzzes safely out of reach
1252, defies your hopeless attempt
1254,"With a nimble leap, the "
1255, scrambles into the dark 
1256, squints forlornly down the east 
1258, winces in the stab of the 
1260, scrambles out of the lighted 
1261,", slips between your legs and"
1262, blinks helplessly in the 
1265,", and scrambles away down the west "
1266, squirms violently in 
1268,"With a sudden lurch, the "
1269, wiggles out of your grasp and 
1270,squeezes out of the cage and 
1275, scurries away into the east 
1276,"moment later it reappears, blinking helplessly from the glow of the "
1277,"With no place to hide, the flummoxed "
1278, runs in circles at your feet.
1279,The skink squirms in your pocket
1280,The skink in your pocket scratches restlessly
1281,You can feel the skink moving in your pocket
1282,Something is scratching around in the darkness
1283,You can hear something scrambling around your feet
1284,You hear a scrambling noise underfoot
1285, scurries blindly around your feet
1286, blinks its eyes helplessly
1287, is running about underfoot
1288,You can hear something moving in the crevice
1289,Something in the crevice is moving around
1290,There's something scratching around inside the crevice
1296, through a crack in the 
1297,swims out of the dish and 
1303,Handle mandatory movements.
1304,Handle move-specific text.
1305, reappears out of the mist.
1306, draws closer to the 
1307,"A puff of wind ripples the water.

Eddies of sand swirl across the "
1308," and coalesce into ghostly figures of dust and vapor. Before you can think or move, you find "
1309, amid a gathering of human 
1310,", pale and gaunt, silent as death."
1312," begin to converge on the dory. One by one, they step into the vessel, hand the "
1313," a silver coin, and take a seat."
1315, seats itself in the crowded dory.
1316,"With practiced skill, the "
1325,"glide across the river, vanishing at last into obscurity."
1326,As you peer across the river you notice a lone vessel gliding out of the fog
1327,. You can make out a dark 
1329, guides his dory to a 
1332, slink out of the vessel and drift across the sand like leaves on a breath of wind
1333, stretches out his palm with growing impatience.
1336,swift kick encourages you to visit it quickly.
1342, snap their claws at you
1343, glare at you with beady little eyes
1344, sharpen their claws with anticipation
1345, are watching every move you make
1348, gives you a playful splash
1349," looks at you with bright, intelligent eyes"
1350, is watching you curiously
1351, makes an odd whistling sound
1352," dives underwater, but soon reappears"
1353, spins in crazy circles
1355,A gray fin is gliding across the 
1356, reappears just offshore.
1357,The gray fin glides closer.
1358,"With a sudden splash, the gray fin shoots upward! You shriek and cover your face with "
1359,s as a mouthful of sharp teeth leaps from the 
1360,"...

A friendly chatter encourages you to open your eyes. It's a bottle-nosed "
1361,", standing on its tail just offshore."
1362, glides into view nearby.
1364,"""Five. Four. Three. Two. One."""
1365,"Your tropical vacation is cut short by a multimegaton thermonuclear detonation, centered in the nearby "
1369,Handle tide and coconut.
1371,A wave washes up underfoot. It looks as if the tide is rising.
1374, is shrinking in the rising tide.
1377, draws your eyes to the 
1379, lying at the water's edge.
1380,The tide creeps towards the 
1381, under the distant tree.
1382, floats away from the distant 
1386,The tide is making the sand squishy.
1387, floats further away. It's almost
1388, is beginning to float away.
1389, disappears across the 
1391,Nothing if PA is off.
1396,"forty-five seconds."""
1398,"fifteen seconds. Personnel not issued protective goggles should face away from Zero at this time."""
1400,Gnomon can tether time or tide
1401,Switch to one zero three
1403,"Geo, sync at three, two, one, mark"
1404,Patch to Alpha Echo Three Five
1405,"Seismographic, confirm"
1407,Continuity on gamma three
1408,Roger. Signature established
1422," below draws closer. You glimpse a river, railroad tracks, streets busy with horses and bicycles, a "
1426, holding you aloft disappears in a spray of color
1428,The wind in your ears becomes a roar as you plunge faster towards the city below. You close your eyes for the last few hundred feet.
1433, is lit by a terrifying flash of light. You dive 
1434,to cover the screaming 
1435,", and feel the earth shudder beneath a crushing blast wave.

Your body absorbs much of the deadly radiation that might otherwise have reached the child. Years later, she recalls to her grand"
1436, the tale of a mysterious stranger who shielded her life at 
1437,"for cover, but never make it to the ground"
1440,You've noticed a faint 
1441, coming from somewhere
1442, turns to stare at the 
1444, stop to stare at the sky.
1445, grows louder. There's no mistaking the drone of 
1446, looks at you expectantly and 
1449,tries to pull you towards 
1452,s as if they're in a power dive.
1453, covers her ears with her hands and whimpers.
1454,A little girl races between the 
1455,", hot on the trail of a dragonfly. She trips and sprawls across the sand, laughing with hysterical glee. Then she sees you."
1456,"At first, you're sure she's going to scream. Her eyes dart back and forth between you and the "
1457,; you can see a cry forming on her lips.
1458,"Suddenly, she remembers the "
1459," in her hands. Her expression changes from fear to embarrassment. With a red face, she lays the thing at your feet."
1463, catches her eye. You watch her expression soften from fear to curiosity.
1466,"Muttering with exasperation, the "
1468,s and begin to trudge in the 
1473, appears in the doorway 
1474, silently follows you out 
1477,A little girl is crouched in the 
1479,. She leaps to her feet as you appear.
1484, and begins to whimper.
1485,"With a sudden yelp of fright, the girl races"
1487, gazes lovingly at the umbrella
1488, twirls the umbrella and giggles
1489, admires the umbrella from all sides
1490, turns the umbrella over and over in her hands
1491, can't keep her eyes off the umbrella
1492," gazes at the umbrella, then at you"
1493," looks at you, then at the umbrella"
1494, eyes the umbrella longingly
1495,The paper bird glows with an eerie violet radiance
1496,Ghostly light flickers around the paper bird
1497,A twinkling aurora engulfs the paper bird
1499,Something twitches in 
1502," The wings and tail are unfolding like the petals of a flower, the long neck craning further and further out of the expanding body...

You drop the demonic thing with a yelp of dismay. In moments, it opens up into a monstrous construction of folded paper the size of a foreign car."
1504,A gust of wind outside blows dust into the 
1505," looks at you once more with a sad expression. Then, with a stroke of its paper wings, the creature lifts itself into the sky.

When the dust clears, the "
1506, is nowhere to be seen.
1507," beats its paper wings a few times, raising a whirlpool of dust"
1508,it's getting ready to fly!
1509, beckons to you with a friendly wing.
1510," turns to look at you. Though the paper face is utterly featureless, you somehow get the feeling that it likes you."
1512," soars high over the city, banking left and right with effortless grace. You hear the rhythmic pump of its great wings, wind whipping past your ears... and, far overhead, the drone of approaching "
1513,A speck in the sky grows into the familiar outline of the 
1514,"bird circles once, slows to a stall and hovers only a few feet from the threshold."
1515,"Your companion circles back and forth, searching for a door it cannot find. "
1516," disappears in a burst of light that vaporizes the bird, the city and you."
1519,", then promptly envelops the bird, the city and you in a flash of nuclear fire."
1521," becomes a roaring power dive; and a new object appears in the sky, falling towards you at great speed.

The giant bird looks at you again. Its urgency is overpowering!"
1524,Liquid dribbles out of the 
1528,"With a deafening blast, the "
1529, vomits up a volcano of energy that cremates you instantly.
1532, A powerful concussion sends you sprawling. Your ears ring as you regain your feet.
1535, grows to a shuddering roar that shakes the 
1536, with power. It feels as if something's about to explode!
1537,Your boots are tingling with energy.
1539, is sagging dangerously. It's not going to last much longer!
1541, emits a wooden moan of discomfort.
1542, creaks under your weight. It isn't in very good shape.
1546,Handle case where MEEP is visible.
1547,Doesn't like these places.
1548,"raises its head and sniffs the air. You stifle a sigh of relief as it abandons the dog, trots back to your side and "
1550,Doesn't like to be held.
1553,pecks angrily at your fingers with its sharp beak. Ouch!
1555,struggles out of your grasp and 
1556,Won't stay on a SURFACE.
1559,Hates open containers.
1560,"cowers in a corner of the cage, trembling violently."
1561,flutters anxiously around the cage.
1564,trembles at the sight of the 
1571,MEEP can't follow you under these conditions.
1575,Continue if still eating.
1581," and freezes. Tension mounts as snake and bird study one another, their eyes bright with familiar hatred.

Suddenly the "
1582," explodes into action! It dances around the snake, fluttering off the walls as it tries to grab the hissing reptile in its beak. But the room isn't big enough to support this style of attack; and after a few very close calls, the "
1584, and retreats with a squall of frustration.
1588," and perches on its massive head. You stifle a shriek as the silly bird cocks its head this way and that, wondering what to make of the sleeping monster. Then it gives you a sly glance, ruffles its feathers and begins to peck at the sand fleas behind the dog's ears."
1589,"remembers an especially tasty sand flea, returns to the dog's head and continues pecking where it left off"
1590,The shepherd lifts an eyelid and peeks up at the bird
1592,". Its expression hardens from sleepy distraction to annoyance... and then to outrage!

In a single motion, the monster bounds to its feet and snaps at the "
1593,"bird digs deep and holds on for dear life as the dog whirls in a frenzied circle, trying to throw off the squalling pest.

Then the dog sees you."
1603,pecks contentedly at 
1617,leaps out of the jeep.
1618,narrowly escapes the fangs of the 
1619,. It races away with a fearful squawk.
1625,. It gives you a sly glance before it 
1629,over the side of the 
1630,You hear a flurry of wings that quickly fades.
1631,scratches around in the darkness.
1636,", and blinks at it hungrily."
1640, lurks just outside the open door
1641,it's about to strike!
1643," like lightning, recoils in an instant"
1644,"Sobbing with pain and shock, you peer at the tender wound. "
1647, rears its wedge-shaped head
1648, flicks its tongue in and out
1652,"The throbbing fire in your ankle overcomes you. Moaning with despair, you sink helplessly to the "
1659,"For a brief moment, the "
1661,in a raw white glare.
1663,"A tinny voice, half-buried in static, says "
1686, emits a burst of static
1687, crackles for a moment
1690, curves in a graceful arc and fades.
1692,The GIs hurry out of their jeeps and take cover in some 
1695," arcs across the sky,"
1696, sputters prematurely and blinks out.
1700, arcs across the sky and disappears.
1701,A hinge squeaks on the far side of the 
1702,". ""It's time, Wolf!"" calls a voice"
1703,". You stumble down the road, away from the crunch of footsteps."
1704,A distant glare lights the 
1705,! You watch as a rocket 
1708," crackles to life. ""Minus "
1711,cracks in the north wall are
1718,s over your eyes in the awful glare; never see the fireball closing in at many times the speed of sound; and never feel the stellar heat that annihilates 
1719, filled with light of startling intensity
1720, disappears in a flash of startling brilliance
1721,Countdown timer for pooch distraction.
1722,Stay in tower no more than 45 seconds.
1723,Don't bother dog more than twice.
1725,Determine status of walkie-talkie.
1734,Opened more than once.
1735,"""Looks like a no-go without X"
1739, sweeps back onto the tower.
1741,The harsh light illuminating the 
1742, sweeps away suddenly.
1743,A distant gunshot rings across the 
1745,"""Ninety seconds to auto-sequencer. Mark."""
1755,A siren wails through the 
1756, emits a short blast of distortion. It sounded like a siren.
1758,". All personnel whose duties do not specifically require otherwise will now assume a prone position, with face and eyes directed "
1761,". Personnel, prepare to assume safe positions."""
1762,"Roger. Displacement, report"
1764,"Baker, get calibration on the horn"
1766,"Excess velocity is two baker. Repeat, two baker"
1767,We got confirmation from Carrizozo
1768,"The CITs are sittin' pretty, Baker"
1769,"That's procurement's problem, not mine"
1770,"""Who's takin' care of the WACS in Fubar, Baker?"" (General laughter.)"
1771,You wince as the music's pitch wavers uncertainly.
1772,"The talkie buzzes. ""Baker, can you get medic on a secure line?"""
1773,"The talkie mutters, ""It'll never work."""
1774,Faint strains of music swim in and out of static.
1775,"""Able to Baker. We got a breeze blowin' right in our face! Is TR-4 sleepin' down there?""

""It's worse than that."""
1776,"""Oscillograph check,"" squeaks the talkie."
1777,"For a moment, the talkie's music is crystal clear. Then the strings break up into distortion."
1778,"The talkie hisses; you make out the word ""condenser."""
1779,"""No luck on that radiosonde.""

The talkie clicks twice. ""Keep on it."""
1780,Persistent clicks modulate a passage of music.
1781,"You hear a hearty guffaw on the talkie. ""Never get that one past CIC."""
1782,"""Baker to Pittsburg. Did four-charlie get that radiosonde up yet?""

""Ah, negative, Baker. Will advise."""
1783,A distorted waltz competes with the hissing of the talkie.
1784,The talkie makes a sound like indigestion.
1785,"""Can't we nix that?"" complains the talkie as romantic strings fade in and out."
1786,"The phrase ""gas for the generator"" emerges from a background of hiss."
1787,A lush string ensemble begin to swell above the talkie's hiss.
1788,Distant announcers rasp beneath a wash of static.
1789,"one minute. Sequencer will assume control in fifteen seconds."""
1790,"""Auto-sequencer in sixty.""

""Roger. Six-oh seconds."""
1791,"""Forty-five seconds to auto-sequencer."""
1793," distorts badly. ""Thirty seconds to auto-sequencer."""
1795," to all units. Are we all in on this?"""
1798,". Us cowboys been waitin' all night.""

""Roger, "
1800,"""Everything's go at Forbes Field.""

""Roger."" (A pop of static.) ""It's time, gentlemen."""
1801," emits a burst of interference, followed by faint strains of music. It's ""The Star-Spangled Banner.""

A lone voice speaks, half-buried in the melody. ""It is now zero minus twenty minutes."""
1825,"""What the... ?"" mutters the "
1827,".""

""Aw, hell."" You hear a flurry of excited "
1829," to all units. We have 100% continuity loss towerside. Repeat, "
1831," continuity.""

A chorus of expletives fills the airwaves. """
1833,"?""

""Affirmative, "
1834,". Sequencer's going. Too late to risk it. This is a scrub, everybody. Repeat, scrub it."""
1835,"Check your idiot bulb, "
1836,". I replaced two duds last night.""

"""
1837,", my bulb lights up real pretty. Is this a scrub?""

""I dunno. Ask the kid if he reconnected the "
1838," line on X after the continuity check.""

A burst of static. ""The kid ain't laughin', "
1848,"""X-unit just went out"
1850,","" shouts a voice.

""Which line is it, "
1851,"?""

""Kid's board says it's the "
1852,"others look okay. We're lettin' it go, "
1853,"sequencer's running."""
1855,".""

A steady hiss fills the silence. ""Damn,"" sobs a bitter voice.

"""
1856," to all units. This is a scrub, guys. Repeat, scrub it."""
1858, to all units. We've definitely got something moving on that 
1859,"!""

""Roger. Attention, all units. Security alert. Scrub the shot and get Anderson out there. This is a scrub. Repeat, scrub."""
1863,"One of our eyes just caught a movement on the tower. Can you confirm? Over.""

There's a brief pause. The "
1864," crackles.

""Negative, "
1865,". What're you guys drinking down there?"""
1866,"We're still seein' spooks up on that tower.""

""Sure it ain't one your buzzards, "
1869,", double-check and get back to us on that spook.""

""Roger and out, "
1871,"More movement towerside.""

""This one better be good, "
1872,".""

""Checkin' it twice, "
1877,Whatever we saw up there went home
1878,Cancel that spook report
1882,More barking erupts from the 
1884,"?"" smirks a voice.

""(Sigh.) Checkin' it out, "
1886,A commotion of noise erupts from the 
1887,". It sounds like a barking dog.

"""
1888," to all units."" The voice is urgent.

"""
1891,". Some kinda trouble outside.""

"""
1892,", are we holding?""

""Negative, "
1894,", get a line on that disturbance and report on the double.""

""Will do. "
1897, continues for a few moments
1898,. Then you hear a sharp 
1900, and the barking stops.
1905,""" An evil chuckle. ""That buzzard ain't botherin' us again."""
1906," Just some buzzard raisin' hell with the dog. I chased it away.""

A nervous chortle. "
1909,"""Er, by the way. We got us a "
1911, with a hamster inside
1912,". Anybody lose it?""

""Nix the clowning, "
1914,"forty-five seconds. Commence auto-sequence.""

""We copy, "
1915,". Sequencer affirmative. Good luck."""
1916,thirty seconds. All personnel should face 
1918," from Zero at this time."""
1919,"fifteen seconds. Fourteen. Thirteen. Twelve. Eleven."""
1920,"ten seconds. Nine seconds. Eight. Seven. Six. Five seconds. Four. Three. Two.""

You hear a loud "
1922," at the word ""One."""
1923,A young couple zooms down the 
1924, on bicycles. You watch them roll across the grass and disappear into the crowd.
1925,Something is breathing in the darkness.
1926,The breathing is getting closer.
1927,Only a few feet lie between you and the breathing.
1928,You hear a noise that sounds suspiciously like a 
1929, being drawn from a hole.
1930, studies you with its red eye
1931, licks a stream of drool off its chin
1932,'s breathing echoes in the tunnel
1933, sharpens its claws on a rock
1934, is watching you with interest
1935," rubs its eye, then turns to squint at you"
1936, growls in its throat
1937,"Something sharp closes around your throat. It caresses your chin and the nape of your neck, delighting in the living warmth. Then, with a quick, practiced "
1939, it breaks your neck at the collarbone.
1941,"With a rusty creak, the "
1942, behind you retracts into the 
1946, with a sinister echo
1948,flickers and goes out
1958,You hear boots stomping up the 
1959,". Before you can move, an MP is shoving a barrel into the small of your back. "
1960,You hear a motor revving to life below. One of the 
1961," barks something; there's a squeal of rubber, and "
1962,the motor fades into the distance
1963,a jeep appears on the south road. You watch the headlights dwindle into the distance.
1964,A faint sound drifts 
1965,in from somewhere outside
1966,up from somewhere far below
1967,. It sounded like a man's voice.
1968,"You hear the voice again, followed by a sharp clatter. There's definitely somebody "
1971,"Another voice joins the first. You strain to listen.

""Towerside breaker closed. Check.""

"""
1972,"'s on the line, Lieutenant.""

""Give him to me, Joe."""
1973,A gust of wind obscures the conversation 
1976," for a few moments. You can pick out the words ""focus,"" ""groves"" and ""surveillance,"" but little else."
1978, is filled with light! It seems to be coming from 
1980,a point on the southwest 
1981,".

""Lower!"" shouts one of the "
1982,".

The light brightens to a hard, steady glare."
1983,"The wind rises again, drowning out the "
1987,"""Pyat, chetirye, tree, dva, adeen,"" barks the "
1988,A searing glare engulfs the mountaintops! 
1989,"You turn, and stare in horror at a seething mass of flame billowing above the tundra.

Seconds later, "
1990,"For an instant, you see your own "
1991, cast in stark silhouette across the 
2010, something incomprehensible. It sounded like 
